E_keV,dNdE,unc,,,
4388,0.000112924,0.0000000365333,,,
4432,0.000113803,0.0000000367555,,,
4476,0.000114666,0.0000000369709,,,
4520,0.000115512,0.0000000371793,,,
4564,0.000116341,0.0000000373806,,,
4608,0.000117153,0.0000000375748,,,
4652,0.000117949,0.000000037762,,,
4696,0.000118727,0.0000000379422,,,
4740,0.000119488,0.0000000381152,,,
4784,0.000120232,0.0000000382809,,,
4828,0.000120958,0.0000000384395,,,
4872,0.000121666,0.0000000385907,,,
4916,0.000122356,0.0000000387347,,,
4960,0.000123029,0.0000000388715,,,
5004,0.000123684,0.0000000390011,,,
5048,0.000124321,0.0000000391234,,,
5092,0.000124939,0.0000000392382,,,
5136,0.000125539,0.0000000393459,,,
5180,0.000126121,0.0000000394463,,,
5224,0.000126685,0.0000000395395,,,
5268,0.00012723,0.0000000396255,,,
5312,0.000127757,0.0000000397041,,,
5356,0.000128265,0.0000000397754,,,
5400,0.000128755,0.0000000398395,,,
5444,0.000129226,0.0000000398965,,,
5488,0.000129679,0.0000000399464,,,
5532,0.000130113,0.0000000399892,,,
5576,0.000130529,0.0000000400248,,,
5620,0.000130925,0.0000000400534,,,
5664,0.000131304,0.000000040075,,,
5708,0.000131663,0.0000000400896,,,
5752,0.000132003,0.0000000400973,,,
5796,0.000132322,0.0000000400982,,,
5840,0.000132619,0.0000000400923,,,
5884,0.000132896,0.0000000400798,,,
5928,0.000133151,0.0000000400606,,,
5972,0.000133383,0.0000000400346,,,
6016,0.000133595,0.0000000400022,,,
6060,0.000133785,0.0000000399635,,,
6104,0.000133954,0.0000000399185,,,
6148,0.000134101,0.0000000398672,,,
6192,0.000134227,0.0000000398096,,,
6236,0.00013433,0.0000000397459,,,
6280,0.000134412,0.0000000396763,,,
6324,0.000134472,0.0000000396008,,,
6368,0.00013451,0.0000000395196,,,
6412,0.000134527,0.0000000394328,,,
6456,0.000134522,0.0000000393403,,,
6500,0.000134495,0.0000000392424,,,
6544,0.000134447,0.0000000391394,,,
6588,0.000134377,0.0000000390312,,,
6632,0.000134285,0.0000000389179,,,
6676,0.000134172,0.0000000387998,,,
6720,0.000134037,0.0000000386769,,,
6764,0.00013388,0.0000000385493,,,
6808,0.000133702,0.0000000384175,,,
6852,0.000133503,0.0000000382814,,,
6896,0.000133282,0.0000000381412,,,
6940,0.00013304,0.000000037997,,,
6984,0.000132776,0.0000000378489,,,
7028,0.000132492,0.0000000376973,,,
7072,0.000132187,0.0000000375424,,,
7116,0.00013186,0.0000000373841,,,
7160,0.000131512,0.0000000372227,,,
7204,0.000131144,0.0000000370585,,,
7248,0.000130755,0.0000000368918,,,
7292,0.000130346,0.0000000367225,,,
7336,0.000129915,0.0000000365509,,,
7380,0.000129465,0.0000000363773,,,
7424,0.000128994,0.0000000362019,,,
7468,0.000128504,0.0000000360248,,,
7512,0.000127993,0.0000000358463,,,
7556,0.000127462,0.0000000356667,,,
7600,0.000126912,0.0000000354861,,,
7644,0.000126343,0.0000000353049,,,
7688,0.000125754,0.000000035123,,,
7732,0.000125146,0.000000034941,,,
7776,0.000124519,0.000000034759,,,
7820,0.000123874,0.0000000345771,,,
7864,0.000123209,0.000000034396,,,
7908,0.000122526,0.000000034214,,,
7952,0.000121825,0.0000000340352,,,
7996,0.000121106,0.0000000338567,,,
8040,0.000120369,0.0000000336795,,,
8084,0.000119615,0.000000033504,,,
8128,0.000118842,0.0000000333302,,,
8172,0.000118053,0.0000000331586,,,
8216,0.000117247,0.0000000329895,,,
8260,0.000116424,0.0000000328228,,,
8304,0.000115585,0.0000000326589,,,
8348,0.000114729,0.000000032498,,,
8392,0.000113858,0.0000000323403,,,
8436,0.000112971,0.0000000321861,,,
8480,0.000112068,0.0000000320355,,,
8524,0.00011115,0.0000000318888,,,
8568,0.000110218,0.0000000317462,,,
8612,0.00010927,0.0000000316076,,,
8656,0.000108309,0.0000000314734,,,
8700,0.000107333,0.0000000313437,,,
8744,0.000106343,0.0000000312185,,,
8788,0.00010534,0.0000000310983,,,
8832,0.000104324,0.0000000309831,,,
8876,0.000103295,0.0000000308728,,,
8920,0.000102254,0.0000000307677,,,
8964,0.0001012,0.0000000306677,,,
9008,0.000100132,0.0000000305729,,,
9052,0.0000990514,0.0000000304834,,,
9096,0.0000979578,0.0000000303993,,,
9140,0.0000968518,0.0000000303206,,,
9184,0.0000957335,0.0000000302473,,,
9228,0.0000946032,0.0000000301792,,,
9272,0.0000934614,0.0000000301164,,,
9316,0.0000923083,0.0000000300589,,,
9360,0.0000911443,0.0000000300065,,,
9404,0.0000899696,0.0000000299592,,,
9448,0.0000887848,0.0000000299167,,,
9492,0.0000875901,0.0000000298792,,,
9536,0.0000863859,0.0000000298462,,,
9580,0.0000851724,0.0000000298178,,,
9624,0.0000839501,0.0000000297936,,,
9668,0.0000827195,0.0000000297735,,,
9712,0.0000814808,0.0000000297573,,,
9756,0.0000802344,0.0000000297447,,,
9800,0.0000789808,0.0000000297355,,,
9844,0.0000777202,0.0000000297294,,,
9888,0.0000764532,0.0000000297261,,,
9932,0.0000751801,0.0000000297252,,,
9976,0.0000739014,0.0000000297266,,,
10020,0.0000726174,0.0000000297297,,,
10064,0.0000713286,0.0000000297344,,,
10108,0.0000700354,0.0000000297402,,,
10152,0.0000687382,0.0000000297467,,,
10196,0.0000674376,0.0000000297536,,,
10240,0.0000661339,0.0000000297605,,,
10284,0.0000648276,0.0000000297669,,,
10328,0.0000635191,0.0000000297726,,,
10372,0.0000622089,0.0000000297768,,,
10416,0.0000608974,0.0000000297794,,,
10460,0.0000595853,0.0000000297799,,,
10504,0.0000582728,0.0000000297778,,,
10548,0.0000569606,0.0000000297726,,,
10592,0.000055649,0.000000029764,,,
10636,0.0000543387,0.0000000297514,,,
10680,0.0000530301,0.0000000297343,,,
10724,0.0000517237,0.0000000297123,,,
10768,0.00005042,0.0000000296848,,,
10812,0.0000491196,0.0000000296516,,,
10856,0.0000478229,0.0000000296119,,,
10900,0.0000465305,0.0000000295654,,,
10944,0.0000452429,0.0000000295115,,,
10988,0.0000439607,0.0000000294498,,,
11032,0.0000426845,0.0000000293797,,,
11076,0.0000414147,0.0000000293007,,,
11120,0.000040152,0.0000000292125,,,
11164,0.0000388968,0.0000000291143,,,
11208,0.0000376499,0.0000000290057,,,
11252,0.0000364116,0.0000000288863,,,
11296,0.0000351827,0.0000000287555,,,
11340,0.0000339638,0.0000000286128,,,
11384,0.0000327553,0.0000000284577,,,
11428,0.000031558,0.0000000282897,,,
11472,0.0000303723,0.0000000281082,,,
11516,0.000029199,0.0000000279128,,,
11560,0.0000280386,0.0000000277029,,,
11604,0.0000268918,0.000000027478,,,
11648,0.0000257592,0.0000000272376,,,
11692,0.0000246414,0.0000000269814,,,
11736,0.000023539,0.0000000267089,,,
11780,0.0000224528,0.0000000264195,,,
11824,0.0000213833,0.0000000261126,,,
11868,0.0000203313,0.0000000257875,,,
11912,0.0000192973,0.0000000254439,,,
11956,0.0000182821,0.0000000250811,,,
12000,0.0000172864,0.0000000246986,,,
12044,0.0000163107,0.000000024296,,,
12088,0.0000153558,0.0000000238727,,,
12132,0.0000144223,0.0000000234281,,,
12176,0.0000135111,0.0000000229618,,,
12220,0.0000126228,0.0000000224731,,,
12264,0.000011758,0.0000000219617,,,
12308,0.0000109175,0.0000000214269,,,
12352,0.0000101021,0.0000000208682,,,
12396,0.00000931238,0.0000000202851,,,
12440,0.00000854919,0.000000019677,,,
12484,0.00000781322,0.0000000190434,,,
12528,0.00000710522,0.0000000183838,,,
12572,0.00000642594,0.0000000176977,,,
12616,0.00000577613,0.0000000169844,,,
12660,0.00000515656,0.0000000162434,,,
12704,0.000004568,0.0000000154742,,,
12748,0.00000401121,0.0000000146763,,,
12792,0.00000348698,0.0000000138491,,,
12836,0.0000029961,0.000000012992,,,
12880,0.00000253935,0.0000000121045,,,
12924,0.00000211754,0.0000000111861,,,
12968,0.00000173146,0.0000000102361,,,
13012,0.00000138193,0.00000000925412,,,
13056,0.00000106976,0.00000000823948,,,
13100,0.000000795768,0.00000000719165,,,
13144,0.000000560787,0.00000000611007,,,
13188,0.000000365649,0.00000000499416,,,
13232,0.000000211191,0.00000000384337,,,
13276,0.000000098259,0.00000000265712,,,
13320,0.0000000277037,0.00000000143485,,,
13364,0.000000000354761,0.000000000160847,,,
13369.4,0,0,,,
