E_keV,dNdE,unc,,,,
504,0.00146434,0.000000223932,,,,
507,0.00145529,0.00000026483,,,,
510,0.00144613,0.000000305738,,,,
513,0.00143686,0.000000346645,,,,
516,0.00142747,0.000000387544,,,,
519,0.00141798,0.000000428425,,,,
522,0.00140837,0.000000469278,,,,
525,0.00139867,0.000000510093,,,,
528,0.00138886,0.000000550863,,,,
531,0.00137894,0.000000591577,,,,
534,0.00136893,0.000000632225,,,,
537,0.00135882,0.000000672798,,,,
540,0.00134861,0.000000713287,,,,
543,0.0013383,0.000000753681,,,,
546,0.0013279,0.000000793971,,,,
549,0.00131741,0.000000834147,,,,
552,0.00130683,0.000000874199,,,,
555,0.00129616,0.000000914117,,,,
558,0.0012854,0.000000953891,,,,
561,0.00127456,0.000000993512,,,,
564,0.00126364,0.00000103297,,,,
567,0.00125263,0.00000107225,,,,
570,0.00124155,0.00000111135,,,,
573,0.00123039,0.00000115025,,,,
576,0.00121915,0.00000118894,,,,
579,0.00120784,0.00000122742,,,,
582,0.00119646,0.00000126568,,,,
585,0.00118501,0.0000013037,,,,
588,0.00117349,0.00000134147,,,,
591,0.0011619,0.00000137898,,,,
594,0.00115025,0.00000141622,,,,
597,0.00113854,0.00000145318,,,,
600,0.00112677,0.00000148985,,,,
603,0.00111494,0.00000152622,,,,
606,0.00110305,0.00000156228,,,,
609,0.00109112,0.00000159801,,,,
612,0.00107912,0.00000163341,,,,
615,0.00106708,0.00000166846,,,,
618,0.001055,0.00000170315,,,,
621,0.00104286,0.00000173748,,,,
624,0.00103069,0.00000177142,,,,
627,0.00101847,0.00000180498,,,,
630,0.00100621,0.00000183813,,,,
633,0.000993915,0.00000187086,,,,
636,0.000981586,0.00000190317,,,,
639,0.000969224,0.00000193504,,,,
642,0.000956831,0.00000196646,,,,
645,0.000944411,0.00000199742,,,,
648,0.000931964,0.00000202791,,,,
651,0.000919493,0.00000205791,,,,
654,0.000907001,0.00000208741,,,,
657,0.00089449,0.0000021164,,,,
660,0.000881961,0.00000214488,,,,
663,0.000869418,0.00000217281,,,,
666,0.000856862,0.0000022002,,,,
669,0.000844297,0.00000222704,,,,
672,0.000831724,0.0000022533,,,,
675,0.000819145,0.00000227898,,,,
678,0.000806563,0.00000230406,,,,
681,0.000793981,0.00000232853,,,,
684,0.000781401,0.00000235239,,,,
687,0.000768824,0.00000237561,,,,
690,0.000756255,0.00000239818,,,,
693,0.000743694,0.00000242009,,,,
696,0.000731145,0.00000244134,,,,
699,0.00071861,0.00000246189,,,,
702,0.000706092,0.00000248175,,,,
705,0.000693592,0.0000025009,,,,
708,0.000681114,0.00000251932,,,,
711,0.000668661,0.000002537,,,,
714,0.000656233,0.00000255394,,,,
717,0.000643835,0.00000257011,,,,
720,0.000631469,0.0000025855,,,,
723,0.000619136,0.0000026001,,,,
726,0.000606841,0.00000261389,,,,
729,0.000594586,0.00000262687,,,,
732,0.000582372,0.00000263902,,,,
735,0.000570203,0.00000265032,,,,
738,0.000558082,0.00000266076,,,,
741,0.000546011,0.00000267033,,,,
744,0.000533993,0.00000267901,,,,
747,0.00052203,0.00000268679,,,,
750,0.000510126,0.00000269366,,,,
753,0.000498283,0.0000026996,,,,
756,0.000486503,0.00000270459,,,,
759,0.00047479,0.00000270863,,,,
762,0.000463146,0.00000271169,,,,
765,0.000451575,0.00000271377,,,,
768,0.000440078,0.00000271485,,,,
771,0.000428659,0.00000271491,,,,
774,0.000417321,0.00000271395,,,,
777,0.000406066,0.00000271194,,,,
780,0.000394897,0.00000270887,,,,
783,0.000383818,0.00000270473,,,,
786,0.000372831,0.0000026995,,,,
789,0.000361938,0.00000269317,,,,
792,0.000351144,0.00000268572,,,,
795,0.00034045,0.00000267714,,,,
798,0.000329861,0.00000266741,,,,
801,0.000319378,0.00000265652,,,,
804,0.000309005,0.00000264445,,,,
807,0.000298744,0.00000263118,,,,
810,0.0002886,0.00000261671,,,,
813,0.000278574,0.00000260102,,,,
816,0.00026867,0.00000258425,,,,
819,0.000258891,0.00000256648,,,,
822,0.000249241,0.00000254744,,,,
825,0.000239721,0.00000252713,,,,
828,0.000230335,0.00000250553,,,,
831,0.000221087,0.00000248262,,,,
834,0.000211979,0.00000245838,,,,
837,0.000203015,0.00000243281,,,,
840,0.000194198,0.00000240588,,,,
843,0.00018553,0.00000237759,,,,
846,0.000177016,0.0000023479,,,,
849,0.000168658,0.00000231681,,,,
852,0.00016046,0.00000228431,,,,
855,0.000152424,0.00000225037,,,,
858,0.000144555,0.00000221498,,,,
861,0.000136855,0.00000217812,,,,
864,0.000129328,0.00000213978,,,,
867,0.000121976,0.00000209994,,,,
870,0.000114804,0.00000205858,,,,
873,0.000107814,0.00000201569,,,,
876,0.00010101,0.00000197125,,,,
879,0.0000943954,0.00000192525,,,,
882,0.0000879734,0.00000187766,,,,
885,0.0000817474,0.00000182847,,,,
888,0.0000757208,0.00000177767,,,,
891,0.000069897,0.00000172523,,,,
894,0.0000642795,0.00000167115,,,,
897,0.0000588717,0.0000016154,,,,
900,0.000053677,0.00000155796,,,,
903,0.0000486989,0.00000149882,,,,
906,0.000043941,0.00000143797,,,,
909,0.0000394067,0.00000137538,,,,
912,0.0000350995,0.00000131103,,,,
915,0.000031023,0.00000124492,,,,
918,0.0000271807,0.00000117702,,,,
921,0.0000235761,0.00000110731,,,,
924,0.0000202129,0.00000103578,,,,
927,0.0000170947,0.000000962416,,,,
930,0.000014225,0.00000088719,,,,
933,0.0000116075,0.000000810089,,,,
936,0.00000924584,0.000000731094,,,,
939,0.0000071436,0.000000650188,,,,
942,0.00000530449,0.000000567352,,,,
945,0.00000373218,0.00000048257,,,,
948,0.00000243038,0.000000395823,,,,
951,0.00000140278,0.000000307092,,,,
954,0.000000653123,0.000000216361,,,,
957,0.000000185135,0.000000123609,,,,
960,0.0000000025736,0.0000000288199,,,,
960.4,0,0,,,,
